iPhone XS Max	64GB	Space Gray	Lau01	5	quick delivery	2019-07-09	fr	delivery in the mailbox (so no signature) for an iphone! surprising	1
iPhone 7	32GB	Black	Erik Scherzinger	4	Super up to the battery	2017-04-27	de	Hello dear friends, I switched from an S7 Edge to the Iphone 7. The transition went smoothly and I had no problems at any time, since I have ever had an Iphone 5 and I have a little known. From the specs are both of course top. Everything absolutely "" high-end "". But what annoys me is the battery life of the iPhone. I've never had battery problems with the S7 Edge before and I've never been relaxed, comfortable and supple. In the case of Iphone 7, however, I'm always watching if I'm going to come by day. I am an intense user and have since gained a power bank, which saves me from this annoying battery problem. A little bigger battery ... then of course it would be awesome, drum deduction a star. Other manufacturers get synonymous with top terms and that with Android. Since "Apple" would "only" "maybe 200mAh drauflegen. With the software tuning perfectly to the hardware, this small boost would have a huge impact on runtimes. The battery would probably not be much thicker. What bothers me is the "" scrolling "" through the pages. With a "swipe gesture" I can not get far with the iPhone and have to keep scrolling. While this is complaining of high-end-level, but who is used to something else will understand me pretty well. With the S7 Edge I came a long way with a gesture and it was really top. If that is somehow adjustable under IOS, let me know. Ansonten the cell phone for people is great for me, because it's a nice change with a nice look. Long-time Apple users, have visually for 3 years, nothing else to face, which hopefully changes with the Iphone 8. Then I definitely remain with Apple. Of course you can hope that no Iphone 7s with the same optics will come!	1
iPhone XR	64GB	Red	cristiana	5	Good purchase!	2019-03-09	it	It is the first time in my life that I purchase an Apple product: as an operating system it is rather intuitive, less inquisitive than Android. Specifically, iPhone XR has a screen that is congenial to me, very good audio, excellent connection speed. Remarkable support Apple in case of doubts or problems .. maybe he found it a bit 'uncomfortable to keep with one hand, but it is a price that I pay more than willingly for a screen like that. Amazon always very reliable: product arrived on schedule without any hitch!	1
iPhone 7	128GB	Argent 	Enrico Bocci	5	spectacular iphone	2017-05-21	it	in a few tens of minutes (putting the sim and connected to the wifi) it has been updated and has taken all the data from the icloud. Compared to the previous 5s that I have this model is thinner but wider as the screen and the photos and the response to the applications is surprising (it makes very sharp pictures with many shots so you can see the movement and choose the best by itself) not to mention the phone calls and applications that run more smoothly, ECCC	1
iPhone 8	64GB	Gray	Massimo Bocotti	5	Original Iphone 8	2019-02-25	it	IPHONE 8 original and new, still in its original packaging, conforming to the description. I arrive from the 5S model and 16GB of memory, now insufficient with continuous updates and various applications, but with this 64GB model, I solved my problems and I must say that it is also faster, not counting the resolution of the camera, and of images, satisfied with my purchase.	1
iPhone 8	64GB	Space Gray	Véronique Solana	5	COMPLIANT TO ORDER	2018-10-30	fr	COMPLIANT TO ORDER	1
iPhone XS	256GB	Gold	Hannah	5	Good quality	2019-06-24	uk	I love this phone	1
iPhone 7	32GB	Black	ClaraG	5	Perfect !	2018-02-25	fr	Iphone received in 24h thanks to Amazon Prime! The product is well packaged and in an Apple box. Supplied with charger, earphones and adapter. The manufacturer's warranty is activated when creating the iCloud account. In the top ! (And price much more interesting than on Apple) I totally recommend!	1
iPhone XR	64GB	Black	Axinorm	5	Sent and sold by Amazon, the dream!	2018-11-28	fr	Since the partnership between Apple and Amazon, the latter resells Apple products with the certification of the "" apple "", a bit like buying your phone at the Apple Store but with Amazon prices (-10% at Blackfriday ). The phone itself is top level value for money, the iPhone is the best phones in terms of security / privacy far ahead of the Android. Too little difference between the latest LCD and OLED iPhone Xs to justify the 300 € more.	1
iPhone 7 Plus	32GB	Black	Amazon Customer	5	Flawless!	2017-03-29	us	Great product and company! Phone looked flawless and even came with headphones and charger! Highly recommend!	1
iPhone X	64GB	Space Gray	Diaby	4	Perfect	2019-02-19	fr	SuperReived in its original box with all its accessories	1
iPhone 6S	64GB	Gold	Florian Butke	5	As described and no branding	2015-12-16	de	Everything great! I can only recommend! Mobile came super fast and without problems. To answer the question of many potential customers, the mobile phone has no branding.	1
iPhone 7	32GB	Gold	Danny	1	SCAM!!	2018-12-26	us	Phone is locked.  I just wanted the phone.  Not happy!	1
iPhone XR	64GB	Red	Maribel	5	Little cost	2019-07-11	it	Very beautiful	1
iPhone 8 Plus	64GB	Space Gray	Camille	5	iPhone 8+	2018-08-24	fr	Well packaged and well presented product. Very complete with charger, earphone etc.	1
iPhone 7 Plus	128GB	Black	Savannah SNN	5	Very satisfied!	2017-04-10	de	Very satisfied with the purchase. Handling: Fast and without complications. Mobile in itself: device meets all my requirements. From the iPhone 4S to the 7 Plus - Almost a quantum leap	1
iPhone X	64GB	Space Gray	Wolfgang D.	5	Good battery performance	2019-02-03	de	Very good iPhone with long battery life.	1
iPhone 6S	32GB	Argent 	the0bone	5	the last great iPhone	2017-02-11	de	What more do you want, 4.7 inches is still so one-handed use. And 3.5mm click connector. Listen to music on the plane without an adapter!	1
iPhone 7 Plus	128GB	Black	moez	5	iPhone opportunity like new perfect condition	2018-03-16	fr	Perfect state frankly !! With 2 gift protection film and silicone shell like new, iPhone opportunity like new bravo nothing to say	1
iPhone 7	128GB	Gold	Client d'Amazon	5	Awesome	2017-05-19	fr	I go from a 4s to a 7 and I feel the difference. Super fast fluid phone. The delivery was fast. I am very satisfied with this phone.	1
iPhone 8 Plus	64GB	Space Gray	Reza	5	Top smartphone das Apple iphone 8 Plus	2017-09-25	de	I have not bought the iphone 8 Plus at Amazon, but I write after 4 days of use my review here. The iphone 8 Plus I bought in silver, it is top processed, with the back of glass, it looks very chic and feels It is also very good, it is not as slippery as the iPhone 6 Plus or 6S plus, 7 plus. The operating system is smooth and 100% secure. Why I did not opt ​​for the iphone X? Because of the missing homebutton, the ugly bar on the iphone X. Processing 100% TopDisplay 100% TopPower 100%. Top camera 95% very goodAccumulator 95% Very good about 10-12 hoursListenspeaker 96% Very goodIQ loading very convenientWho wants to have a solid top smartphone and IOS like, can access without hesitation.	1
iPhone 7 Plus	32GB	Rose Gold	Please provide a pen name.	5	Excellent phone. Invaluable seller. Unbeatable price.	2019-06-10	uk	Found an excellent phone for an unbeatable price from this awesome seller. Very happy with service: seller made sure I knew what I was buying before shipping the item. No issues at all after 8 months.	1
iPhone 7	32GB	Black	T. Dobias	5	ty!!	2019-06-11	us	great deal!!	1
iPhone 8	64GB	Space Gray	Club Martégal Handisport	5	To be above all a phone.	2019-05-11	fr	I had iPhone 6 that was starting to age and I thought it was time to change. That's why I bought cat iPhone 8. By cons I had the choice, either buy it on Amazon, or on the Apple Store. I confess that I was at the limit to return my order on Amazon because after ordering it, I realized that it was 519 € with recovery and 685.28 € without recovery. At Amazon with discount it cost me € 629.00. I let you calculate the difference.	1
iPhone XS	64GB	Gold	therr	5	I recommend from A to Z	2018-11-26	fr	Superb !!!! Recommended	1
iPhone 6S	32GB	Argent	Stefan	5	strained apple community	2015-09-12	de	As every year, the Apple community is waiting eagerly for the new iPhone and hopes for new features and features. After the presentation on 9 September is certain. Apple once again found a unique selling proposition and introduced it first. In this case, the 3D Touch. The detection of varying degrees of pressure on the touch screen. I am very curious how it will be in everyday life. It sounds very promising!	1
iPhone XR	64GB	Red	Aubert Ludovic	5	Very good phone	2019-03-13	fr	Very good phone of the Apple brand.A beautiful screen, very good pictures and a very fast execution. The color red, how to say .. just beautiful.A autonomy of a day very easily.In use I do it easily hold a day and a half to see two.Sold with my earphone and the charger.I recommend.	1
iPhone 7 Plus	128GB	Matt Black	Nadia	5	But will it really come?	2017-07-26	it	Excellent, the original apoare orodotto, perfectly packaged with all u suou accessories !!!! incredible the price difference with the official channels !!! even if with hyper discounts we get closer !!! good	1
iPhone X	64GB	Space Gray	Wühlmaus	1	Apple	2019-02-05	de	Retire	1
iPhone 7	32GB	Black	Marina	5	Top quality!	2018-10-04	de	Have my iphone already 2 years umd it still runs flawlessly. The battery is still durable and the software runs efficiently and very well. The camera makes super nice pictures. I'm still very satisfied!	1
iPhone 8	64GB	Space Grey	Mystified Mister	3	"It's a quality product, but I wouldn't recommend it."	2017-11-28	uk	Here's a few of my feelings after using this phone for a week.- The 'fake' home button works well, but it doesn't feel as nice to use as an actual home button, and it made me realise for the first time how much better an iPhone without a home button would be (If only the iPhone X was a simdge less expensive...).- The camera takes really detailed and good-looking pictures, and can eeeasily replace a point and shoot camera. The dynamic range is a bit iffy at times, but other than that it's great. I couldn't care less about the lack of 2x optical zoom, especially when it doesn't have image stabilization like on the iPhone 8 plus.- Sadly the battery life isn't anything to boast about, but even worse is how bloody long it takes to charge this thing. Apple, being Apple, doesn't give you their latest fast charging tech in the box, so you're stuck in the slow lane until you inevitably splash out for the newer charger. What annoys me the most is how painfully long it takes to get from 95% to 100%!- 4.7 inches eh? Perfect size you say? Well, no. Franky it's too small of a screen to be really immersed in any sort of media you're watching or playing, but at the same time, it's just too big to use comfortably one handed (unlike the iPhone SE). I will say that unlike it's bigger brother, the 4.7-inch iPhone is far more comfortable in the pocket. But both the iPhone SE and iPhone X will also be comfortable in your pocket, yet these phones offer the advantages of one-handed use and a far more immersive display respectively.- I got the space grey model. Under the right light, and when there's no fingerprint marks on the phone, the iPhone 7S, I mean 8, looks stunning. Absolutely beautiful. But these conditions are rare, and more often than not the glass back looks more messy than classy. To anyone deciding between the two non-female-exclusive colours,  space grey and silver, I actually recommend you go for silver. Reason being, fingerprints on it won't be nearly as noticeable, and the milky colour on the back of the phone is far more interesting and unique. Plus you get a silver ring around the home button which is pretty neat, and actually quite useful when you need to locate the home button in low light situations.- iOS 11 looks fantastic, especially the new control center. However it's so full of bugs on the iPhone 8. For example after being in a landscape app for a while and returning to the home screen (holding the phone in portrait), the notification/control center tabs remain accessible by swiping from the sides of the phone instead of the top and bottom. Not very polished at all.	1
iPhone 6S	64GB	Rose Gold	VeRaSi	5	Am satisfied!	2016-12-22	de	I had sworn to myself, no iPhone comes into the house after my last broken, but I have then opted for the iPhone 6s in rose gold. I must say, so far I have no problems with it (toitoitoi). Also the error with the battery - which haunts time and again through the media - I have not been able to determine.Top device!	1
iPhone 7	32GB	Rose Gold	Soniia	5	Very satisfied with my purchase	2019-03-17	fr	For my part phone at the top it is new, well packaged I have no problem for the moment photo quality nothing to say! Shipped by Amazon and Amazon seller to be sure of its quality!	1
iPhone 6S	16GB	Rose Gold	Hihi	5	A very nice device	2018-08-15	de	I think the iPhone is very cool and schön.Es has really worth it to buy the iPhone.Display ok. The device feels like new and has only very few signs of wear and is like new. Very fast delivery ... There was indeed comes on Thursday, 16 August - Saturday, 18 August, which was actually already there after a working day, ordered on Sunday and on Tuesday already! My conclusion: I think the device is very noble and a real buy recommendation!	1
iPhone XS Max	64GB	Gold	Floren	5	Top!	2019-02-03	de	Great phone!	1
iPhone 8	64GB	Silver / White	Davide P.	5	Great product	2019-04-09	it	Iphone is not discussed, it has always been a phone easy to use compared to the competition. It's intuitive. simple.	1
iPhone 7	32GB	Black	Nicole BAGNEUX	5	Very good product	2019-07-02	fr	Very good new recycled product, no regrets	1
iPhone 7 Plus	128GB	Black	Jacky	5	Perfect	2018-12-08	de	Perfect	1
iPhone 7 Plus	32GB	Black	R8AYO	5	Best phone Ever	2019-06-11	uk	This was for my Wife,She thinks this is the best phone She has owned. Loves it	1
iPhone X	256GB	Space Gray	Josef Z	5	The latest generation Iphone	2017-11-27	de	The iPhone X is already different from its predecessors. Of particular note is of course the almost borderless display with the characteristic recess on the upper edge of the display, where the camera and sensors for the Face ID are housed. At the same time, Apple's typical home button is missing. But the display extends almost to the lower edge of the case. The side edges are about as wide as the iPhone 8 and 8 Plus. Although the display is not completely borderless, as it is known from Samsung's Galaxy S8. Apple uses the iPhone X for the first time an OLED display. It is sharp and bright enough, but when compared with the LCDs of the iPhone 8 and 8 Plus, it is noticeable that it looks noticeably darker at the highest brightness level than the conventional iPhone displays. In portrait mode, the two tabs on the right and left of the front camera are mostly used used to display time, wireless connections and battery level, backed by the background color of the respective app. Even with apps that use the entire display in landscape mode, the "notch" has not attracted attention so far. More conspicuous is that many apps in landscape mode (still) do not even use the entire display of the iPhone X. Instead, black bars are displayed on the right and left. When using the iPhone X, Apple users have to get used to it. The home button as a central control falls away. But as big as initially feared the change is not. Instead of pressing the home button to return to the start page, you now wipe the bottom of the display. The message center can be reached at the same place as before by wiping in the middle from top to bottom. Only the control center has found a new home. You have to swipe from the top right into the display. The only handle that may need some practice is the app changer. To open it, you have to swipe up, hold on the screen and release. If you continue wiping at the wrong moment, you end up back on the homescreen. But after a few attempts you have the hang of it here. The iPhone X has a lot of new features, most notably the almost borderless 5.8-inch display, which packs Apple in a just handy case. The margins leave a little margin, it would be even borderless. The change, which brings the missing home button with it, does not turn out as serious as feared. Above all, the unlocking by Face ID is really fast. The iPhone X makes a good first impression in any case. Apple delivers a high-quality smartphone, which in spite of the many changes is ultimately a typical iPhone, but for which one must also really dig deep into the bag. Look also on my blog: isartest enIf you think my rating is good, I would happy about a "" helpful "".	1
iPhone 7	32GB	Black	Thomas	5	Perfect	2018-12-09	de	New Apple iPhone, perfect as promised, turn on, insert SIM card, go through the menu, ready to go and get started.Fast delivery, full purchase recommendation !!!!	1
iPhone XR	128GB	Blue	jifos	5	Quality big apple	2019-07-12	fr	Apple quality with wireless charging.	1
iPhone 7	32GB	Black	Client d'Amazon	5	good product quality price	2018-08-07	fr	good product quality price	1
iPhone X	64GB	Silver	Ibraar	5	"WebOS reborn - the most beautiful, elegant, intuitive, user friendly, stable OS on the best hardware"	2017-11-17	uk	This is WebOS reborn and good riddance Home Button - after using this you won’t ever go back to such a clunky unintuitive way to do things again - WebOS was doing this in 2007 - with the X Apple has caught up at last and in doing so has left every other present (Android and iOS) offering left for dead.(Watch some YouTube videos of iPhone X and WebOS comparisons - remarkably similar - took Apple 10 years to catch up)I won’t much go over how gorgeous the hardware is - that’s evident.- I mean just look at it and handle it.I have the 64 GB silver - which is the most attractive version. The back of it glows - it’s beautiful to behold and wonderful to Handle and use - couple it with the Spigen Clear case - don’t hide the elegance and beauty - and those cases protect well using advanced materials for under £8. (In 5 years I’ve never damaged a phone when using the Spigen Clear).The screen is bigger than that of an iPhone Plus - but the handset is regular iPhone (6,7,8) sized - a tad bigger but hardly noticeable in the hand - and yes, unlike the iPhone Plus you can use this more or less one handed.The build quality is impeccable - it really is a premium device - the touch and feel - materials used -  the screen pops at you (the ‘notch’ has the cameras and is a design feature which reminds me of the bite taken out of the Apple - it differentiates your device from a common or garden Android cross breed) and the speakers are evidently louder and fuller with more range of sound and resonance than normal mobile phone speakers - so you can actually listen to music on it. (I wonder how the built in sound DSP DAC compares and fares in tests?)Battery life is the best I’ve seen on a  smartphone - a whole day of heavy use and by midnight I still had 40%.Reception and call quality again is as good as you can get.The hardware is gorgeous and coupled with the advanced internals you the have best handset on the market.But gorgeous hardware isn’t what makes a phone great - that’s the OS - and a modern OS should be user friendly, intuitive, beautiful to look at and a joy to use - it should also be fast and stable - so no annoying crashes or screen lock ups - this flies through every test and is a pleasure to use.Firstly Face ID - works more efficiently and more responsive than the finger sensor - works even in the dark and early morning with curtains shut and face screwed up - also effortlessly works with the browser, App Store purchases and other apps - and most apps have been updated to use this plus the gestures and screen of this iPhone X.The OS is a killer - the removal of the home button is a massive plus feature which turns a clunky device into magic - leaving any half baked  Android offering eating dust.iOS 11 on the iPhone X is WebOS 2017 - to think that Palm was so far ahead of its time - it built the most elegant and intuitive mobile phone OS back in the noughties - it’s give or take what the experience on the iPhone X is today.The iPhone X is beautiful to use intuitive  gesture based card system more of less as was WebOS - switching apps? Swipe across the bottom - closing apps? Gently touch and Swipe a card up  - switch apps? Swipe up and select the cards - and it multitasks properly - the camera and YouTube will run in card form (as on the WebOS TouchPad and Pre 3) - using every part of the screen to good effect - swipe from top right - from top or bottom reveals other features - and all fast responsive and with not a single crash or screen lock up in sight.I always hated the home button - coming from WebOS and HP Touchpad the iOS of the day was clunky and unintuitive - I noticed over the years how the iOS versions slowly morphed into what WebOS was - the morphing is complete with the dropping of the Hone Button and an adoption of an elegant intuitive card gesture based system which is a pleasure to use - the iPhone X is the best handset in the market and with the new iOS version it’s clearly the most beautiful intuitive elegant and user friendly - most stable and effortless OS on the market.A winner - thank you Apple and thank you Palm WebOS.	1
iPhone 7	32GB	Gold	Gerold Mayr	4	Almost perfect ... almost ...	2016-12-24	de	Almost everything perfect! That the headphones can not be used at the same time with charging plug, would not have to be real ... Delivery was fixed (came from Cyprus, supplements unfortunately not in German or English)	1
iPhone XR	64GB	Yellow	Diebold S.	5	Top iPhone	2019-07-14	de	Top product, top price, super fast shipping	1
iPhone 7 Plus	32GB	Black	hus	1	One Star	2017-01-10	us	Expensive	1
iPhone 8	64GB	Gold	Gioia.95	5	iPhone 8 Gold	2018-04-10	it	Superb !! I went from an iPhone 5 to 8 and what to say, a whole other world! I relied on positive reviews and I did well, all this money is worth, indeed it's a bargain compared to the original price! Perfectly working and also the color is really beautiful, it is not a gaudy gold that I imagined but colored powder. One month after the purchase I can say that I am really satisfied!	1
iPhone 7 Plus	32GB	Black	Nae	5	it’s perfect	2018-09-08	us	it’s perfect	1
iPhone 7	128GB	Gold	Ponson Bruno	5	In the top !	2017-10-04	fr	Initially I hesitated and since I do not stop using it is my best buy of the year. Very happy with my purchase!	1
iPhone XS	64GB	Gold	kamar	5	delighted	2019-05-26	fr	The best iPhone is perfect the only downside price but I do not regret my purchase	1
iPhone 7	32GB	Black	Fradi malek	4	Product in good condition, quite faithful to the announcement	2016-11-11	fr	I put the rating of 4 stars in the article because I find that the iPhone 7 is a smartphone quite interesting, powerful and versatile, the products on sale is in good condition, and corresponds to the announcement, I recommend.	1
iPhone XR	64GB	Black	Erwan	5	Premium Smartphone	2018-11-26	fr	This Iphone arrived in excellent condition, the phone works perfectly.I definitely recommend this product.	1
iPhone 7 Plus	128GB	Jet Black	Henry	4	Seem like a good phone	2017-05-06	uk	I may consider buying it because it has nice matte black back but still not sure will i buy it.	1
iPhone XS Max	256GB	Gray	Lorenzo F.	5	Fast and unmatched screen.	2019-01-08	it	I, as owner of the iPhone X, thought I couldn't find big differences and instead once I tried this I had to change my mind, I can't go back! Starting from the battery with excellent durability, crystal-clear screen and impressive speed. The camera takes great photos even in the dark. Consider that it is so comfortable and beautiful that you can safely use it to watch videos or movies without needing a computer. Also known improvements in the Wi-Fi sector. I hope I have been useful.	1
iPhone XS Max	64GB	Gold	Alicia	5	Nickel	2018-12-17	fr	I buy it as a Christmas gift for my boyfriend, it was the happiest in the world, nikel packaging, phone well protect, I had to receive one day in advance but it was a concern of badge ctt, battery life him please, he is not complaining yet.	1
iPhone 6S	128GB	Gold	Amazon Kunde	5	Highly recommended!!	2019-01-29	de	Very fast transaction, very fast delivery. The mobile itself is awesome! And with the 128GB you finally have enough memory for a lot of photos and videos. iPhone is and remains the best smartphone	1
iPhone XS	512GB	Silver	Mr H.	5	Genuine product at a great price	2019-06-03	uk	Excellent deal on this saving £250 versus apple store price!	1
iPhone XR	128GB	White	Matt Jablonski	5	Brilliant	2018-11-22	uk	Had one since launch, they are brilliant. Best iphone i have ever had. The battery lasts ages.	1
iPhone 7 Plus	32GB	Rose Gold	Palisse	5	Top	2018-08-08	fr	Very good product received without scratches really very clean	1
iPhone XR	64GB	White	theophile	5	excellent	2019-03-23	fr	very good. thank you	1
iPhone 7	32GB	Black	Foobar70	5	I will reassure you! Model NEW Model A1778 (see photo)	2017-08-03	fr	HelloModel ordered: Apple iPhone 7 Unlocked Smartphone 4G (Screen: 4.7 inches - 32GB - iOS 10) BlackDate of Purchase19Priority Premium DeliverySubmitted model: Apple iPhone 7 Unlocked smartphone 4G (Screen: 4.7 inches - 32GB - iOS 10 ) BlackModel A1778 (see photo) Receipt08Seller A-MONTAINPrice EUR 621,71First, you have to order only in Premium delivery if you still have fears because it is amazon who delivers and if you are not satisfied, you can make it without any reason without cost within 30 days. So, there are several sellers in premium delivery and I chose A-MONTAIN. Besides, you will see that it is the one with the most sales. This model is present a little cheaper (€ 617) in the same condition of sale amazon.es amazon.es in premium for 5-7 € shipping and a delay a little longer.Vous can make some savings. Purchase procedure in classic premium, no delivery possible relay, only at home.And receipt by UPS a package amazon nothing more classic.At the interior, there is a new iphone 7, never served. with all the original accessories never opened.I start it and put a card orange nano sim 4 G, activation without problem and the connection IcloudJe takes the serial number and connects me on apple to check the warranty. Apple asks me the date of purchase proof that it is a new product. date of minimum warranty August 3, 2018 Buy with confidence at least in premium and the seller A-MONTAIN.Je you put pictures, I spared you the packaging.	1
iPhone 6S Plus	32GB	Gold	juli	5	Great	2019-06-20	it	Simply wow	1
iPhone XR	64GB	Black	Client d'Amazon	5	iPhone XR	2019-03-24	fr	Just wonderful	1
iPhone 7 Plus	32GB	Black	Amazon Customer	5	Am so happy with my purchase really needed a new phone it ...	2017-03-30	uk	Am so happy with my purchase really needed a new phone it came fresh in a box with everything inside nothing was missing it was brand new also i was so happy that it came the next day after ordered it	1
iPhone 6S	64GB	Space Gray	DU	5	Again any time !!	2018-05-21	de	Was a bit skeptical at first, as unclear what state means "acceptable", so allows interpretive scope. Great condition of the iPhone, highly recommended, always happy to return.	1
iPhone XR	64GB	Black	Corentin	5	In the top !	2018-11-30	fr	Very happy with this iphone XR which deserves all its praise!	1
iPhone XR	64GB	White	Riccardo Jennebach	5	wow	2019-01-09	de	I'm really excited! previously had the Samsung Galaxy S8 + which was really top but the iphone xr is something completely different again	1
iPhone 8	64GB	Space Gray	Richtig	5	Top!	2019-06-18	de	Great mobile without problems. The phone is expensive but worth the money.	1
iPhone X	64GB	Space Grey	JR	5	Five Stars	2018-02-17	uk	Excellent service. Phone arrived the  next day and was exactly what I wanted. Price was very good	1
iPhone XS	256GB	Gray	Cliente Amazon	5	Toop	2018-12-07	it	Great seller, the phone arrived in no time, everything was perfect. A nice phone call, but it's worth it, you only live once, so why not live better	1
iPhone XR	64GB	Red	Client d'Amazon	5	IPhone XR	2018-12-25	fr	Good screen size and super photo quality	1
iPhone 6s	32GB	Silver	Lisa Olson	5	BRAND NEW!	2019-01-25	us	The iPhone I got was in very good shape it was brand new in the box I would recomend this to anybody looking for a good apple phone	1
iPhone XS Max	256GB	Argent 	Gre Gnahoulou Arsene	4	Product received	2019-06-04	it	Thank you I received my package	1
iPhone XS Max	256GB	Argent 	Thorsten0504	5	Good, but new	2019-01-28	de	The iPhone is a great product, but it is too expensive. I gave it away, myself would have taken a cheaper smartphone.	1
iPhone X	64GB	Space Gray	Lepore Alain	5	A real	2018-07-26	fr	Really a very nice gift I confirm that it is a very well packaged box of origin in blister really I recommend	1
iPhone 7	32GB	Black	Client d'Amazon	4	Good deal...	2018-06-04	fr	Very good deal at first sight.Received in less than 24h.Phone in its original packaging.French charger.The phone arrives with a battery at 40% and emptied after 3h the time of the update, recovery and internet (wifi + Bluetooth). This morning it has lost 20% in 1 hour of use. So I doubt the capacity of the batterie.A to see if it is the iPhone 7 or that there in particular. it is guaranteed in case of problem. So do not hesitate to buy it for the price!	1
iPhone 7	128GB	Argent 	Laura M.	5	who was super willing to give me information before shipping	2017-05-15	it	The phone speaks for itself, but I must add that after having tried Android and Windows phones for years, I wonder why I waited so long to switch to the iPhone. The higher price is well rewarded by the quality / functionality / usability that other phones dream of. A praise to the seller, who was super willing to give me information before shipping: confirming that the plug is the Italian one and promising to do my best to send the product to me before the scheduled time. The product has in fact arrived the day before the indicated date and conforms to the expectations. Great seller, thank you again.	1
iPhone 8	64GB	Argent 	Isa	5	Very well.	2018-11-19	de	As expected, of course, a top device, typically Apple. Everything works as it should. We still have nothing to complain about ;-)	1
iPhone 8 Plus	64GB	Gold	Fred	5	Top	2019-03-07	fr	He is awesome I love him he is functional beautiful really top	1
iPhone XR	64GB	Red	Sush	5	Perfect	2018-12-08	fr	Everything has been great in a few days works perfectly. Very fast seller	1
iPhone 6S	32GB	Gray	Filippo Ronco	4	Compact, slim and reliable	2019-03-21	it	All the apple beauty in one of the latest iPhones that you can handle with one hand. The design is wonderful, the price, bought after a few years from the release, is exceptional. It's still snappy and responsive, with no lag whatsoever. The battery in normal mode easily lasts an abundant day and in energy-saving mode even up to two days. Extremely satisfied with the purchase, fast Amazon delivery in less than 24 hours from the order (with prime).	1
iPhone XR	64GB	White	Raffaele	5	Great iPhone	2018-12-03	it	It is not the first iPhone I use and I can say that this Xr is really well done. Really brilliant screen and the battery is its strong point. There are many detailed reviews online and I can only say that this is the iPhone to buy this year. Purchased during Black Friday at a great price directly from Amazon!	1
iPhone 6S	64GB	Gold	Reiner Arp	5	Satisfaction with the iPhon	2016-03-12	de	Am very satisfied with the new IPhone 6s, keeps what was promised. Works very well together with the iPad Air.	1
iPhone X	64GB	Space Gray	Laetitia	5	Iphone excellent	2018-12-04	fr	Top I recommend	1
iPhone 6S	32GB	Argent 	Stefano Ricciarini	5	Value for money	2019-07-14	it	It is a very functional phone and for the price / quality ratio, very accessible. With reference to when it was launched on the market the price is halved and for a person who is not too demanding who does not look to fashion in my opinion is more than enough.	1
iPhone XS Max	256GB	Space Grey	Rollisson	5	Quick and responsive	2018-12-26	uk	Great product as usual.	1
iPhone 8 Plus	64GB	Gold	Imane.vvl	5	I recommend	2019-05-27	fr	I am happy with my purchase new condition camera is just perfect I recommend	1
iPhone 7 Plus	128GB	Rose Gold	High Ender	5	Apple halt	2017-08-19	de	Update 28.08.2017: The device is now sporadically on / off! No service possible! Repair date GRAVIS Braunschweig. Result Device defective. Was within 3 days completely replaced by APPLE. Now everything runs as it should. No star deduction, since it is still a top phone! So far, it was used in the same color, the 6S 64GB.Nun it should be bigger and even better.So 7 Plus 128 GB ordered here and with terrific delivery, as always, received. Currently Comparable! Fast, top design and great camera! Clear Buy recommendation .Apple halt! A greeting to all Android lovers :-)	1
iPhone 8 Plus	64GB	Gold	Enzo	5	Very complete	2019-02-26	it	I like everything	1
iPhone 6S	128GB	Space Gray	Geert PARDON	5	iPhone 6s: perfect and now better priced	2019-01-02	de	Was satisfied with my iPhone SE but it broke (screen). This iPhone 6s cost with 128GB storage capacity and a larger screen less than the previously purchased iPhone 5 SE with barely 16 GB storage capacity.	1
iPhone 8 Plus	64GB	Argent 	👻Léo🤳	5	The price is incredible!	2018-09-10	fr	The price is really resonable compared to the product! Frankly, if you go through there you will make great savings, we talk about an iPhone 8+!	1
