iPhone X	64GB	Space Gray	Aptel Valérie	1	scam	2018-08-22	fr	I bought this iPhone X saying "" new "" and it was damaged by water, afterwards an expert certified me that this phone was a reconditioned. I do not recommend.	0
iPhone XS	64GB	Space Gray	Deko	1	Bad final inspection. Price / performance - not acceptable	2019-01-31	de	For over 1000 € so bad displays. I bought two Xs. One is good and the second has clear reddish up and to the right. This is very bad for so much money. Exchange is not my thing. Right side has a gap between the display and the case, which you can not only see, but the edge is therefore also sharp. The device is fast, fluid and good, but so poor final inspection for so much money ... No, I'm not satisfied! Only one star because of much too high price and bad final control. Today I have noticed that the power button can only print above and below it totally jammed. One device and three quirks.	0
iPhone 7	32GB	Gold	N	1	Not as advertised	2019-02-17	uk	This item had to be returned to the seller as it was as not advertised - it was described as unlocked to any network but the phone was locked to EE who were unable to assist in unlocking it as I was not the person who orignally took the contract and I was unable to use it - given the runaround - very frustrating	0
iPhone X	64GB	Space Gray	Client d'Amazon	1	too commonplace	2018-10-31	fr	I phone for the pigeons there is not that mark in life!	0
iPhone X	256GB	Space Gray	Daniel dB	5	Very good device!	2017-11-02	de	Apple sets new standards with its new battleship IPhone X with the razor-thin OLED display and the double camera, the recordings up to 4K. Of course, one can argue about whether a 4K camera in a mobile phone is necessary.Auch nothing can stutter, that the price of 1319 € is a new record and not from bad parents! So the full score concerns the iPhone XAber quite honestly what has ridden here this third party suppliers or what have you smoked 200-700 ¬ charge more than the manufacturer Apple itself? - by the way I can write this review with a clear conscience, since I am the day of Idea was there and it could test! @ Duke if you are not clear with his financial or not in the pay grade with you should just keep your hands off it. It is not a slap to the consumer, as no one is obliged to buy the IPhone X! @ MoBloS and rubber boss: As I said there are people who could test the iPhone X already and therefore can submit a review! First think and then talk / write!	0
iPhone XR	256GB	Coral	Spannweite	4	on time delivery	2019-05-01	de	Product overpriced	0
iPhone 7	32GB	Black	Pocketketchup	5	Fast faster the fastest	2017-03-09	de	Preliminary, I have not bought the product on Amazon.de.This is not a review that enumerates all the technical advantages, but my subjective opinion.I previously had only Samsung phones of the Galaxy series (S2, S4, S5, S6 and S7) and bin switched to the iPhone, because I have some Apple products in addition to the iPhone as the Apple TV, Ipod and especially a MacBook Pro. For these products, I've been very pleased with Apple's quality and support. In addition I had many problems with the Samsung mobile phones. 4 of the phones had Qualitative flaws that I could not live with. Therefore, I wanted to try the iphone. It should be said that I have the US version and it came to me Refurbishes. The phone is not an Android phone and I thought that myself the annoying setting for personal settings would be annoying, but I have to say that iphone is like my mac. It does exactly what it should and what I want to do is have it. At least once a week, I run to my friend and tell him what I've found for a new feature. This bothers me the often mentioned not existing back button. Since where you need the function there are back arrows and otherwise I'm faster on the home button anyway. I have synchronized my devices with each other, which was the most important decision criterion for me. Here, Apple can clearly points. Whether it is iMessage or Facetime everything is on both devices and the annoying back and forth copy is verschuwndenMein device was unfortunately already broken when I received it. Unfortunately, the microphone was broken, but Apple has its bomb service, it's almost up to Amazon I think, and I had very quickly now a brand new IPhone.Also the subjective opinion of an Apple disciple may not count for many, but I'm convinced of Apple and how many are: Once Apple, always Apple even if a piece is missing in the apple.	0
iPhone 7	32GB	Black	Fofana Mamadou	5	This is my first iPhone	2019-01-28	fr	I was not deceived	0
iPhone 6S	64GB	Argent 	Kai Vortriede	1	Does not work - never again !!!!	2018-01-05	de	Have bought here an iPhone 6s as an exhibit. Are after 6 months and 3 !!! unsuccessful attempts to repair the purchase have receded and have been deducted as a fee for the time 265, - €. Almost only half of the purchase price !!! Unfortunately, this shop is not recommended in my opinion .....	0
iPhone 8	64GB	Space Gray	ani	1	Part u. Serial number does not even know Apple.	2018-07-23	de	What can I say that is positive, it actually came an iPhone 8 as ordered. BUT: not intended for the German market as so often (in product description and in response to customer questions) promised by the seller. To camouflage that was "sent "Placed a sticker, I called as a precaution Apple and not even knew the codes on the back. Was then too delicate and I got the phone (still original packaging, therefore no idea if it works or not) sent back. Borderline in my opinion to fraud, especially because here the identity is deliberately veiled and advertised with "mobile phones for the German market." Funny Funfact: I have waited comparatively long for the refund and therefore called Amazon. If you return a higher-quality article - even though it has arrived completely - you have to sign an affidavit first. For every nonsense you get an e-mail. I would be informed about this on demand. Which, of course, the seller now can not do anything, this point affects only Amazon itself.	0
iPhone 8 Plus	256GB	Space Grey	P Smith	5	iPhone 8	2018-04-24	uk	Fantastic iPhone 8 a plus came before time	0
iPhone XR	64GB	Blue	namenlos	1	Always the same	2019-04-19	de	Now it's over. The XR is now my fourth iPhone. In addition, I own / also had an iPod, an iPad and a MacBook Air. After I was initially excited, I'm just just fed up. It starts with the fact that I pay 850 € for nothing new. And it goes on to say that the XR is a telephone booth. And why in the new version of iTunes you can no longer manually load songs from the PC to the iPhone without splitting the albums into individual songs? It's just backward and weak. I never buy an Apple product again.	0
iPhone XS Max	64GB	Silver	JW	1	Data reception sucks on Intel iPhone models like the Xs	2019-06-02	us	Bought my XS from Apple direct and love mostly how it operates, but there’s one main thing that sucks, the data reception reliability, sometimes it’ll refuse to work even in places where I usually get good reception like 70/80 download speeds, I assume this is because Apple decided to go in fight with Qualcomm and have inferior Intel modems	0
iPhone 7 Plus	32GB	Black	Amazon Customer	1	One Star	2017-08-08	uk	It was used, we found social network and email accounts inside	0
iPhone 7	32GB	Black	Patrick May	4	A 6s is enough	2019-01-30	de	I used a 6 and a 6s for years. I thought it was time to change a model. I think the change is not worth it. The 6s is far from good enough and much cheaper. Unfortunately, I returned it.	0
iPhone 8	256GB	Space Gray	Jorge Vaz de Brito	1	Does not match my purchase. iPhone 8 256 GB instead of the iPhone 8 Plus 256 GB	2018-12-09	fr	Before buying, I told amazon that I was assured that it was the iPhone 8 Plus 256 GB, because the picture corresponds to the iPhone 8. The ASIN code also corresponds to the iPhone 8.Je I still bought it.The 256GB model is not the 8 Plus.It is the normal version of the iPhone 8. Amazon did not believe to have received the iPhone 8 instead of the Iphone 8 Plus. He opened an incident for confirmation. I returned the article. I'm waiting for the refund I hope everything is fine	0
iPhone 7	128GB	Black	Jessica Baldrian	1	Phone doesn't charge properly - no reply from company	2019-04-21	uk	This phone goes through roughly five-day periods of not charging at all, and every time I attempt to contact the company regarding this (bearing in mind that the product supposedly comes with a '12 month guarantee' and I bought it in August 2018) they do not reply. Do not buy from this company.	0
iPhone XS	64GB	Space Gray	Kunde	5	Super iPhone	2019-01-09	de	An iPhone is bought from Apple or the provider with a mobile phone contract!	0
iPhone 8	64GB	Gray	Luigi	1	Product badly assembled !!	2019-07-12	it	I am very disappointed that I would never have expected such a big flaw from such a costly and high quality product! apart from the aesthetic problem there is also the functional one, the phone should be resistant to splashes but I have my doubts about the waterproofing in that point since there is a nice crack, besides it fills up a lot of dust because the thin frame of plastic between glass and body is protruding, and retains dust.	0
iPhone 7	32GB	Black	Dr. Hans Philipp	1	Bad customer service from Amazon	2018-01-05	de	It lacked the detailed German manual. I have politely requested her but so far without success. My worst Amazon order. HP	0
iPhone 6S	16GB	Rose Gold	Wagner	1	Scam	2019-05-22	de	As a new product got a used iPhone 6s, which is noticed by checking the serial number.	0
iPhone XS	256GB	Gray	Amazigh	1	Hyper fragile	2019-05-02	fr	Screen left in 1000 pieces after 3 days of use. 1300 € lost	0
iPhone 7	128GB	Black	Amazon Kunde	1	exaggeration	2017-04-28	de	I even had one in my hand it is simply exaggeratedly expensive apple exaggerates with the price of such a dirt Iphone where you can not even expand the memory with a microSD card are the 722 ¬ way too much really not worth it !!!	0
iPhone 7	32GB	Black	Joël	5	Nickel, I recommend	2017-12-07	fr	Purchased with A-Montain shipped by amazon so no problem. Apparently the iphone does not come from France but there is the outlet for France (some may be bought an apple product with a US plug or other, pay attention). Anyway the most important is that it is new with the Apple warranty so I recommend	0
iPhone 6S	32GB	Space Grey	anthony chen	1	Sold faulty	2018-07-17	uk	Very disappointed,received unblocked phone but didn't work with existing SIM,Tried two more different network Sims and still no joy,returned phone to be told the engineer has Found a manufacturer fault,should not have been sold to me faulty.	0
iPhone X	64GB	Space Gray	David	5	Very convincing device	2018-01-28	de	I switched from an iPhone 6s to the iPhone X, apart from the price I'm really blown away. Face ID works 98% of the time, as good if not better than Touch ID. Since I work as a car mechatronic Touch ID often times did not work, because I had very dry hands or had a scar from time to time or scratched Finger.Haptik, look and quality is of course Apple typical non plus ultra in my eyes. The new Camera and the OLED display are just terrific! The price is of course very high, but everyone has to know whether it is a value or not. Since I need my smartphone very often due to a quick change in my job and also need it more often, I was well worth the price.	0
iPhone X	64GB	Argent	AndréR	5	Correct	2019-02-26	fr	A cheap Iphone X.	0
iPhone 6S	64GB	Space Gray	Adelheid Müller	1	got broken cell phone	2018-06-13	de	Have received the iPhone today, installed - including glued on protective film - only to then determine that the screen flickers.Fern the iPhone is a badly written message in front of a complaint or bad review when a Matthew Winterburn to report ... ... it does not work! I also thought I had bought a new device and not obviously refurbished phone. Total disappointment for Euro 490, - IPhone will be handled by Amazon back	0
iPhone XR	128GB	Red	algi	4	A pretty jewel	2019-01-27	fr	Operating problems forced me to return my iPhone XR. It was immediately replaced by Amazon, with another identical IPhone that works perfectly.	0
iPhone 7	128GB	Argent 	andrea sommonte	1	Don't buy iPhone	2019-01-25	it	After just 2 years it doesn't work anymore	0
iPhone 7	32GB	Black	Pinheiro	2	Not completely satisfied	2018-08-21	fr	It's not even a month since I received them and there's beug at the level of the call I can not issue a call moment	0
iPhone 6S	128GB	Space Grey	The avid reader	5	At the Amazon price for 128 GB you can't go wrong.	2019-04-02	uk	Excellent product. For the price at 128 GB it was a bargain. Let's hope that Apple don't pull the plug on its support. Just have to watch the battery charge and make sure I keep the screen clean.	0
iPhone 7	128GB	Rose Gold	Miriam Gratelvus	3	Great product, but ghost seller.	2018-10-02	it	On the iPhone I have nothing to say, but unfortunately I told the seller that at the time of delivery I wanted the receipt for any problem and in any case a guarantee. The seller didn't send me anything, but after my reports he sent me a photo of a receipt with that price of course null. So on the product they send 5 stars because Apple has always been Excellence For me, while the ghost seller gives me practically a star. In fact I don't know how to balance the review. This time Amazon downloads the barrel to the seller who, as I have already said, is absent. So if you want to buy, take into account that despite the fact that by law there are two years of warranty, this product is only one year with Apple because the second year given by the seller does not exist. Fortunately I still had no problems.	0
iPhone 8	64GB	Gold	Christian	1	Not covered by warranty	2019-04-21	it	The seller declares that the product is Italian I had already, as soon as I bought it, raised the problem I was told that it was absolutely for the Italian market. In reality it is not so! I will go through the legal channels	0
iPhone X	64GB	Argent	Agez Bastien	1	IPHONE RECONDITIONNE DEFAILLANT	2019-02-12	fr	A shame, a so-called new iPhone is actually reconditioned and failed after three months of use without perceiving shocks!	0
iPhone XR	64GB	Black	Amazon Kunde	2	Disappointing except for the operating system.	2019-03-02	de	Worst display I've ever seen in a smartphone in this price range. Have times on the Samsung Galaxy S7 parallel to Xr run a video. The S7 is much better. The black value of the Xr is ridiculous. Other manufacturers make that much better. Amoled makes it possible. Too bad, because I find the operating system Umschlagbar and the quality is also true. Iphone XR is most likely going back. Ahja, the camera I think synonymous not necessarily good.	0
iPhone 7 Plus	32GB	Matt Black	Gianna	1	Never again	2019-03-13	it	Refurbished telephone ruined crystal shell chipped the only good delivery time	0
iPhone 7 Plus	128GB	Black	Alex :-))	2	Too much gap ensures hair loss, good performance but poor material quality	2017-05-09	de	The iPhone works very well and works flawlessly. What I noticed, however: -The display scratched very fast without foil, I have never had a slide on my iPhone displays and never had to detect as many scratches as with the iPhone 7 Plus. With such an expensive device, I would have expected more inconsistency.-When talking on the phone, you always rip off some hair. The gap where the display is installed with the housing is so large that hang in my phone while my hair. (Very annoying and painful)	0
iPhone 7	128GB	Black	Meier Herbert	1	E-waste to be sold prohibited.	2016-10-24	de	Bo Ey how ugly !!!! People the eggshell can never hold the water on a Samsung S8. Never! What a spongy display. Photos do not have 4K quality. If you sit on the trash turns through. Then you are only spied out with Eiertunes. Ridiculous in order to load music onto the gurkophone, this is only possible with Eiertunes. Ridiculous !!!! The warranty of 1 year is also underground. Anyone who supports child labor here is sorry for me. For 1 million euro, I would buy no Eierphone. Since Samsung is 1000 times better in quality and service.IgitigitEIERPHONE NO THANKS	0
iPhone X	64GB	Silver	BAGMAN	1	One Star	2018-04-04	uk	not the seller's fault but the phone battery caught fire. apple replaced it	0
iPhone 7	32GB	Gold	Celine D.	5	Works very well	2019-02-12	fr	Works perfectly. One downside, I did not get the proper Jack that should have been in the box. I had to buy one.	0
iPhone 7	128GB	Gold	Laz G F	1	Bad products. Beware.	2019-05-07	uk	Do not buy anything from the vendor. Product barely worked and was completely unusable within a month.	0
iPhone 6S	16GB	Gold	L l	1	Inadequate	2018-04-11	de	Unfortunately, the device was delivered broken and it was a lot of work to get his money refunded! Only possible through a guarantee request	0
iPhone 7	128GB	Rose Gold	M hamdi	2	Disappointed	2019-06-20	fr	Disappointed my iPhone does not charge gap you put me a Samsung charger.	0
iPhone XS Max	64GB	Gray	Stefano	5	it's an iphone	2019-04-27	it	that's what I wanted, it costs a little too much, but I wanted him	0
iPhone X	64GB	Space Gray	Laurent	1	No invoice	2019-02-09	fr	Impossible to get a bill of sale !!!! Scandalous	0
iPhone XR	64GB	Black	M. Helmand	3	expensive but ok	2019-02-24	de	The display could really get a better resolution	0
iPhone 7 Plus	32GB	Silver	Amazon Customer	1	Wrong item and no return!	2017-03-13	uk	I've got a wrong item and cannot make a return! Just can't download the return label and instructions!!!	0
iPhone 6S	32GB	Gold	Mrs S J UGLOW	5	Highly recommended!	2019-02-06	uk	So far,so good,daughter is pleased!	0
iPhone XS	64GB	Gold	Magdalena García	1	¿completamente desbloqueado? NO	2019-03-06	us	A pesar de que el producto dice ser completamente desbloqueado, no funciona con cualquier PIN.Aguardo una respuesta de forma inmediata, ya NO cumple con las caracteristicas de un teléfono DESBLOQUEADO.	0
iPhone 7	32GB	Matt Black	DiegoMDV	5	Ottimo..com bought by the Regno Digitale seller	2017-07-18	it	The iPhone does not need further reviews. Bought by the Digital Kingdom of Rome seller, I had no problem, he answered my questions, taken at the lowest price compared to other sellers, without any problem.	0
iPhone 7	32GB	Rose Gold	Liveta	1	... empty Samsung s8 box without the phone inside very disappointed	2017-12-14	uk	Received a empty Samsung s8 box without the phone inside very disappointed	0
iPhone 8	64GB	Space Grey	KYrsd	1	Faulty phone	2019-04-24	uk	Sold me a faulty product and don’t want to fix it. The phone is literally falling apart ( screen popping out, mirroring, people are unable to hear my calls and voice notes and the side button doesn’t work. ) if I could give stars I would .	0
iPhone 7	256GB	Black	Marco Cadel	4	Good!!!	2017-12-12	uk	It is a present. I have tried it. Looks all good. a little scratch on the screen but putting the screen protector you do not notice it. Very happy about it	0
iPhone 7	32GB	Black	Sam	1	Phone wasn't unlocked to Simple Mobile.	2018-12-26	us	Ordered this with the intention of using it right away. I have other devices that run Simple Mobile and as soon as I put in this SIM card it wouldn't register. I had to call Simple Mobile and they verified my line was perfectly fine, I could not get the SIM card to function properly. Stay away from this listing. As you can see, the reviews aren't very good for a reason. I certainly learned my lesson. Will be returning for a refund. Very unhappy with this purchase.	0
iPhone 6S	64GB	Rose Gold	FcBayernGrafBecker	1	Ugly, cheap and itunes heavy	2015-10-18	de	Unfortunately, I have to join the 1 star reviewer! We (27 people, young team) were allowed to try the Samsung s6 edge and the Apple 6s in the company for 2 weeks! We opted 27: 0 for the Samsung s6 + edge. Against the Apple spoke the much too short battery life and this absolutely annoying dependence on ITunes! The Bendgate was still one or the other in the ear! The Samsung has a much sharper / brighter display and also has a very different caliber of camera on board. The Samsung can load in comparison to Apple totally wireless! Overall, the s6 + edge plays in a completely different league! The Samsung is a bit more expensive than the Apple but the extra expenses have been worth it in any case! The two-sided Gorilla glass Samsung is much more stable and is haptically quite different in the Hand! Samsung is clearly in the right direction compared to Apple! The Samsung has felt twice as long battery life as the Apple although the battery capacity is not so much bigger! This can only be due to the better energy management. Oh well, what we noticed here in the forum even negative, is that here Android lovers are presented as asocial resin 4 recipients who can not afford iPhone supposedly! At least we would have got the iPhone cheaper through our source of supply! ITunes I found personally to iPod times a much too overloaded old joke and now works at Apple, the hardware is cheap! Let's see what make of the still beautiful Macbook Pro, IOS they have already screwed!	0
iPhone 7 Plus	32GB	Black	Brandon	1	Not work for unlocked	2018-12-16	us	Said it wa unlocked and tried connecting to metro pcs and it said it was a locked tracfone	0
iPhone XS Max	256GB	Gold	Dossi	5	Beautiful, great feel	2019-03-24	de	It is simply beautiful. Basically nothing other than the iPhone 7 Plus, which I had before. That was already expensive. The mobile phone now costs almost 1400 €. I did not buy it from Amazon, only the accessories here. It feels good in the hand, is my choice, everything runs without problems. Is just Apple and my preference. I have had a lot of Android related issues, I just do not like it. This device is for people who are traveling irrationally. Maybe the competition is doing just as well. But iOS does not even run on the Galaxy S 10. That's why I do not even look at it.	0
iPhone 7	128GB	Gold	Jenny	1	I phone is missing	2017-06-29	de	I'm totally disappointed, the phone was not included. The packaging from Amazon was not damaged. The foil of the mobile phone packaging had been opened and the phone was removed. Very sad !!!!	0
iPhone 6S	64GB	Space Gray	Amazon Kunde	1	Not new.	2019-02-27	de	As a new device has been sold, but the Apple Store could see at the repair that it was already used in the US. Not recommended!	0
iPhone 7	128GB	Argent 	Sandra und Thomas	1	Unsatisfied !	2018-07-23	de	The phone was sent quickly and arrived on time, but after two days, it is sometimes not charged and turns off at 50% or more simply for several hours. Also as other customers already mentioned this product was already two years old and therefore no new product (so no guarantee)!	0
iPhone 7 Plus	32GB	Black	Mark	2	... it never broken a screen ever and take really good care of phone just a crap screen there where ...	2016-12-17	us	Apple made a phone to break this time I had it 2 days and screen broke and I took into apple and they want $130 to fix it never broken a screen ever and take really good care of phone just a crap screen there where 2 other people in there for screen replacement as well so beware	0
iPhone 7	32GB	Black	C. P.	1	Used iPhone 7	2018-08-13	de	I bought an iPhone 7 for a really good price. It was packed as original as my friend's iPhone X. First, it made me suspicious that on the back only the iPhoen data in English was specified. After opening, I much to the 3.5mm jack adapter was missing and to make sure that it is really a new iPhoen I have checked the serial number. Then came the evil surprise! On the iPhone, the 90-day phone support had already expired! -> So no new smartphone as declared, but used! Contact with TI-Trade recorded, the return was approved very quickly! After that it was quiet! It followed no email to inquiries, etc. Only when I contacted Amazon I was promptly answered and then finally the costs Rückerstattet.Ich that's a right scam of those, the ignorant to turn a used iPhone and then do not respond to any contact! DO NOT buy from TI-TRADE -> used goods !!!!!!!	0
iPhone 7	128GB	Black	Test123	3	After so many years Android now Apple ...	2016-10-21	de	Out of curiosity, I switched to the iPhone 7 128GB Matt Black a good two weeks ago. After the endless rave reviews on the part of the Apple users, how unbelievably great the system would be, I have to say that I was disillusioned rather quickly. Many features that have long been standard on Android, Apple has not yet discovered for themselves (file manager, send files via Bluetooth, set your own ringtones, phone book contacts mark etc. pp ...) Also the performance in comparison to my 269 € OnePlus X or the previous Nexus 4 is not a revelation. Yes, it runs fast, but not faster. And yes, there were occasionally stuttering on Android, which, however, is just as much and more pronounced in the case of the iPhone 7. I also had Already 2 complete crashes. Then nothing went for about 10 minutes until the device rebooted by itself. I have only installed a few standard apps (Whatsapp, Facebook, Runtastic u nd a few others) so no "" special stuff "" that would be known for problems. Android is clearly the system that offers much more extensive operation options. It goes in many places just deeper into the matter and is no less fluent. Apple users who claim that iOS 1000x would be better, unfortunately I can not take from now on for full. The probably had so far nothing else than Apple in hand. Unfortunately a very expensive realization. Nevertheless, the iPhone is a good Smartphone.- It has a great display! Color reproduction and illumination are excellent, although the resolution could be a bit higher. You can see the difference to a Full HD display but quite clear, if you had something before.- The sound of speakers and (reasonable) headphones is the best that I could hear so far on a smartphone! - The camera is a total top! Images are always sharp and do not blur. The videos are free of vibration and very smooth. The sound is very good over. The colors could be crisper. They sometimes look a bit pale. This has nothing to do with reality. The memory is generous with 128 GB and one has not the trouble with the dizzy storage management on Android (app on SD, app intern, app on both, SD configured as internal storage...) - The quality of the phone I find less good. I often have a lot of background noise and when talking on the Bluetooth handsfree in the car, while driving, the connection is extremely bad. No matter where I am. This was better before! - The battery will last for about 2 days under normal conditions. I think that's great! - The loading takes a long time. From 0-100 short 3 hours.- Sometimes annoys the already mentioned jerking and "hang on" "already extreme. Especially because you would not have expected that from an Apple device at the price. To 99% it runs fast and completely liquid.- The Homebutton with Taptic Engine is for my feeling GENIAL! I got used to it right away and would not want to miss that anymore. The fingerprint recognition works lightning fast.- The missing jack connection does not bother me. That it had to be a "Lightning" and no USB port, is annoying. Of course, I knew that before ... a few cables worried and good.- The synchronization of images, music and files between PC and iPhone is awkward! That could have done much better and must (see Android!). You can not send a few pictures to the notebook via Bluetooth! Such a nonsense! - Biggest plus in comparison to Android is of course the supply of updates. Apple does it the way I would for all other manufacturers. Since 5 years old devices are still supported. All in all, the iPhone makes what I want, if sometimes over the detour. I will certainly use it for the next 3 years, but then switch back to the Android world. That's just me as technikaffinen user mehr.Schlecht the iPhone and iOS is certainly not. Just different.	0
iPhone 6S	64GB	Space Gray	MichaelM	1	iPhone broken! but no service at Apple directly	2016-08-18	de	Impasse Apple !!! I gave my daughter a new iPhone on her birthday. The device is defective, does not charge, tried everything, other power supply, other cable no success! So call hotline, she gets earliest in a week !!!! Replacement, no replacement, so she does not have a phone for a week! Then I tried to call the hotline! The usual, IVR system answers thousands of questions but can not reach an employee. Abandoned after twenty minutes! So ! never Apple again !!!	0
iPhone 6S	32GB	Space Gray	Client d'Amazon	4	IPhone 6 Plus mobile phone	2018-12-09	fr	Good product, but a little heavy.The screen does not cover the entire surface, so loss of screen parts.	0
iPhone 6S	64GB	Space Gray	Filipe Ponte	1	Terrible experience	2018-11-06	de	I bought an iPhone 6S 64gb as NEW in August 2018. After 2 months and a half the battery swelled up. I went to an apple certified repair store where they told me the warranty wouldn't cover the case because the Iphone had been activated more than 2 years ago and the screen was not even original apple.	0
iPhone 7	32GB	Matte Black	A guy with a PhD	5	This phone is amazing. It’s worth the price. And has no faults.	2019-02-28	uk	I have a PhD in computing and so far I opened this phone and found nothing wrong. The lcd(display) works fine and has no scratches, battery health came at an acceptable rate, it’s 12MP back câmera is absolutely stunning and the 7MP face camera is very cool. I would definetly recomendo you buy this!	0
iPhone XS	64GB	Gold	emyaz	1	Attention!!!	2018-12-05	de	Contents of the packaging do not match. From the packaging a dealer came out with the brand Archos.	0
iPhone 7	256GB	Jet Black	R.D.P	3	"Nice product, even though"	2017-03-01	uk	Nice product , even though , on the Jet Black..there are issues that for sure will come up in the near feature : as soon as you pick up the phone ,all your fingerprints are on the back , you need to constantly wipe it to bet the Jet Black you'd expect ... I fear , that unless you use a case , the scratches on the back will be more obvious than on other models..time will tell...As for the phone itself..well ,a 256GB can't disappoint i guess...The rest..more or less similar with 6S	0
iPhone 6s	32GB	Silver	Bob HYN	3	Finicky screen	2019-04-20	us	I had an SE, which was so much better than this one. Stuck with it. Just know the screen is less in as aspects. It will take you 2-3 more presses for every tap, when you try to do anything	0
iPhone 7	128GB	Black	Thomas Gillot	2	.	2019-01-05	fr	The side button does not work and the microphone does not work well we do not hear well when I speak	0
iPhone 6S	16GB	Rose Gold	AngelOFwar	1	Disgusting!	2016-08-11	it	They made fun of me for 3 weeks telling me that it had been sent, instead of admitting that they no longer had devices available, they suck, seriousness 0, too bad that you can't give 0 stars!	0
iPhone XR	128GB	Blue	ben2421	5	Iphone	2019-06-19	fr	Superb definition. Convenient . Good battery life	0
iPhone X	64GB	Space Gray	Christian Vetter	1	Despite throttling outrageously expensive	2018-11-07	de	Considering that the iPhone X is already throttled by software ... Thus Appel itself attests insufficient performance ... the phone is ultimately still a middle class device. To the current courses one must be pretty simple as a user of the now after throttling the X buys already. Definitely never an iPhone again .. as long as the performance of the devices is not even worth half of the purchase price.	0
iPhone 8	64GB	Space Gray	Stéphane Salmon	1	I only received headphones and a phone charger	2018-07-16	fr	Hello, I do not know if this is an error or a scam but I have only received headphones and a phone charger instead of an IPHONE8.Can I enlighten quickly?	0
iPhone 6S	64GB	Space Gray	stefan h.	2	Delivery top, battery flop after a day	2018-06-07	de	I received this great smartphone yesterday. Delivery worked really well and went really fast. Goods were in original packaging. Unfortunately I had to (not even) the first day notice that the battery is really bad. Have the phone this morning at 5:30 clock disconnected from the mains (fully charged). So far (11:30 am) I have only written a few messages. Background activities are all turned off or deactivated. My battery level is currently at 56% and that after only 6.5 hours (according to battery usage indicator allegedly 2h 6min use and 6h standby). I'll watch the whole thing first but it does not seem normal to me. Not with a new device ...	0
iPhone 7	128GB	Black	Thomas	1	First hui then pooh	2018-04-20	de	Have marketplace as a used device "" like new "" bought. After 15 months it turns out at a pending display repair, the device has ever gotten a new display. Because the attachment was damaged, repair is no longer possible. Under "like new" I understand something else. A pity, that's untrustworthy.	0
iPhone X	256GB	Space Gray	Kman	2	Produktionsengpässe? Fail.	2017-11-04	de	The alleged production bottlenecks are rich marketing tricks to make this overpriced price seem normal. Only the 1st batch may be a bit tight. If you could not pre-order one at 3.11 on the 27.10, you'll get one. 21.11 delivered. If you order now after 1 week or after the release only at Apple, it also gets from 21.11.It is the first time that the user experience has deteriorated significantly in an iPhone, because the removal of Home Button brings significantly more disadvantages with the omission of the jack connector. The 5.8 "" display on the paper is even larger than 8plus with 5.5 "". In practice, most apps / videos are not adapted to this stretched ratio. Anyone who has become accustomed to Plus devices, the X-display would be much too small, because areas at upper and lower edges can be hardly used effectively. In the area 5G (if 5g as planned from the end of 2018 standard) X is far behind Note 8 and Huawei mate 10, future-proof in 1 or 2 years, the device is not. With such a 1149-1319 euro device it is already a bit poor. Clearly many problems can be eliminated in the future via software update, if the app developers are already, extra time for a single device variant to invest, nevertheless X is in actual form really no mature product. In China, reseller prices are already just below OVP. It will not be long before the customers come to their senses again and realize how overpriced this Protype is and can not even sell for 500 euros in half a year.	0
